[0.012s] Invoking command in '/home/moonlab/ros2_ws/build/my_sim_tesi_gazebo': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/moonlab/ros2_ws/install/turtlebot3_control:/opt/ros/humble /usr/bin/cmake --build /home/moonlab/ros2_ws/build/my_sim_tesi_gazebo -- -j24 -l24
[0.026s] -- Found ament_cmake: 1.3.12 (/opt/ros/humble/share/ament_cmake/cmake)
[0.098s] -- Override CMake install command with custom implementation using symlinks instead of copying resources
[0.103s] -- Found ament_lint_auto: 0.12.14 (/opt/ros/humble/share/ament_lint_auto/cmake)
[0.143s] -- Configuring done
[0.264s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FANS_Roughness.png
[0.270s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FLOOR_Albedo.png
[0.275s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FLOOR_Metalness.png
[0.281s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FLOOR_Normal.png
[0.287s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FLOOR_Roughness.png
[0.293s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FanBack_FanBack_BaseColor.png
[0.298s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FireAlarmPole_Albedo.png
[0.304s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FireAlarmPole_Metalness.png
[0.310s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FireAlarmPole_Normal.png
[0.316s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FireAlarmPole_Roughness.png
[0.321s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FireAlarm_Albedo.png
[0.327s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FireAlarm_Metalness.png
[0.333s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FireAlarm_Normal.png
[0.338s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/FireAlarm_Roughness.png
[0.344s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/Forklift_Forklift_BaseColor.png
[0.350s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/Forklift_Forklift_Metallic.png
[0.355s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/Forklift_Forklift_Normal.png
[0.361s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/Forklift_Forklift_Roughness.png
[0.367s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/INTERCOM_Albedo.png
[0.373s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/INTERCOM_Emissive.png
[0.378s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/INTERCOM_Metalness.png
[0.384s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/INTERCOM_Normal.png
[0.389s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/INTERCOM_Roughness.png
[0.394s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/PILLERS_Albedo.png
[0.400s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/PILLERS_Metalness.png
[0.405s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/PILLERS_Normal.png
[0.411s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/PILLERS_Roughness.png
[0.417s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/Pipes_Albedo.png
[0.423s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/Pipes_Metalness.png
[0.429s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/Pipes_Normal.png
[0.435s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/Pipes_Roughness.png
[0.441s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/ROOF_Albedo.png
[0.446s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/ROOF_Emissive.png
[0.453s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/ROOF_Metalness.png
[0.459s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/ROOF_Normal.png
[0.464s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/ROOF_Roughness.png
[0.470s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/STAIRS_Albedo.png
[0.476s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/STAIRS_Metalness.png
[0.481s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/STAIRS_Normal.png
[0.487s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/STAIRS_Roughness.png
[0.492s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/WALLS_Albedo.png
[0.498s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/WALLS_Metalness.png
[0.503s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/WALLS_Normal.png
[0.509s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/WALLS_Roughness.png
[0.515s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/Window_WINDOW_BaseColor.png
[0.520s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/Window_WINDOW_Metallic.png
[0.526s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/materials/textures/Window_WINDOW_Roughness.png
[0.531s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/meshes/Crates.dae
[0.536s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/meshes/Depot.dae
[0.541s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/model.config
[0.548s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/model.sdf
[0.553s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/thumbnails/0.png
[0.559s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/thumbnails/1.png
[0.565s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/thumbnails/2.png
[0.570s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/thumbnails/3.png
[0.577s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/thumbnails/4.png
[0.583s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/Depot/thumbnails/5.png
[0.589s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_AirconditionerA_01/materials/textures/aws_AirconditionerA_01.png
[0.595s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_AirconditionerA_01/meshes/aws_AirconditionerA_01_collision.DAE
[0.601s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_AirconditionerA_01/meshes/aws_AirconditionerA_01_visual.DAE
[0.606s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_AirconditionerA_01/model.config
[0.613s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_AirconditionerA_01/model.sdf
[0.618s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_AirconditionerB_01/materials/textures/aws_AirconditionerB_01.png
[0.624s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_AirconditionerB_01/meshes/aws_AirconditionerB_01_collision.DAE
[0.630s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_AirconditionerB_01/meshes/aws_AirconditionerB_01_visual.DAE
[0.636s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_AirconditionerB_01/model.config
[0.642s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_AirconditionerB_01/model.sdf
[0.648s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_BalconyTable_01/materials/textures/aws_BalconyTable_01.png
[0.654s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_BalconyTable_01/meshes/aws_BalconyTable_01_collision.DAE
[0.660s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_BalconyTable_01/meshes/aws_BalconyTable_01_visual.DAE
[0.665s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_BalconyTable_01/model.config
[0.671s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_BalconyTable_01/model.sdf
[0.677s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Ball_01/materials/textures/aws_Ball_01.png
[0.682s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Ball_01/meshes/aws_Ball_01_collision.DAE
[0.688s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Ball_01/meshes/aws_Ball_01_visual.DAE
[0.693s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Ball_01/model.config
[0.700s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Ball_01/model.sdf
[0.706s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Bed_01/materials/textures/aws_BedA_01.png
[0.712s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Bed_01/materials/textures/aws_BedB_01.png
[0.718s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Bed_01/materials/textures/aws_BedC_01.png
[0.724s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Bed_01/materials/textures/aws_Bed_01.png
[0.729s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Bed_01/meshes/aws_Bed_01_collision.DAE
[0.736s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Bed_01/meshes/aws_Bed_01_visual.DAE
[0.742s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Bed_01/model.config
[0.748s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Bed_01/model.sdf
[0.755s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Board_01/materials/textures/aws_Board_01.png
[0.760s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Board_01/meshes/aws_Board_01_collision.DAE
[0.766s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Board_01/meshes/aws_Board_01_visual.DAE
[0.772s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Board_01/model.config
[0.778s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Board_01/model.sdf
[0.784s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Carpet_01/materials/textures/aws_Carpet_01.png
[0.791s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Carpet_01/meshes/aws_Carpet_01_collision.DAE
[0.796s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Carpet_01/meshes/aws_Carpet_01_visual.DAE
[0.802s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Carpet_01/model.config
[0.808s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Carpet_01/model.sdf
[0.814s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_ChairA_01/materials/textures/aws_ChairA_01.png
[0.820s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_ChairA_01/meshes/aws_ChairA_01_collision.DAE
[0.827s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_ChairA_01/meshes/aws_ChairA_01_visual.DAE
[0.833s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_ChairA_01/model.config
[0.840s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_ChairA_01/model.sdf
[0.846s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_ChairD_01/materials/textures/aws_ChairD_01.png
[0.853s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_ChairD_01/meshes/aws_ChairD_01_collision.DAE
[0.859s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_ChairD_01/meshes/aws_ChairD_01_visual.DAE
[0.864s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_ChairD_01/model.config
[0.870s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_ChairD_01/model.sdf
[0.876s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Chandelier_01/materials/textures/aws_Chandelier_01.png
[0.883s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Chandelier_01/meshes/aws_Chandelier_01.DAE
[0.888s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Chandelier_01/meshes/aws_Chandelier_01_collision.DAE
[0.894s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Chandelier_01/meshes/aws_Chandelier_01_visual.DAE
[0.900s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Chandelier_01/model.config
[0.905s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Chandelier_01/model.sdf
[0.911s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_CoffeeTable_01/materials/textures/aws_CoffeeTable_01.png
[0.916s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_CoffeeTable_01/meshes/aws_CoffeeTable_01_collision.DAE
[0.921s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_CoffeeTable_01/meshes/aws_CoffeeTable_01_visual.DAE
[0.927s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_CoffeeTable_01/model.config
[0.933s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_CoffeeTable_01/model.sdf
[0.938s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_CookingBench_01/materials/textures/aws_CookingBench_01.png
[0.944s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_CookingBench_01/meshes/aws_CookingBench_01.DAE
[0.950s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_CookingBench_01/meshes/aws_CookingBench_01_collision.DAE
[0.956s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_CookingBench_01/meshes/aws_CookingBench_01_visual.DAE
[0.963s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_CookingBench_01/model.config
[0.969s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_CookingBench_01/model.sdf
[0.975s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Curtain_01/materials/textures/aws_Curtain_01.png
[0.982s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Curtain_01/meshes/aws_Curtain_01_collision.DAE
[0.988s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Curtain_01/meshes/aws_Curtain_01_visual.DAE
[0.993s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Curtain_01/model.config
[0.999s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_Curtain_01/model.sdf
[1.005s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_01/materials/textures/DeskPortraitA_01.jpg
[1.010s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_01/materials/textures/aws_DeskPortraitA_01.png
[1.017s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_01/materials/textures/aws_DeskPortraitA_02.png
[1.022s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_01/meshes/aws_DeskPortraitA_01_collision.DAE
[1.028s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_01/meshes/aws_DeskPortraitA_01_visual.DAE
[1.034s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_01/model.config
[1.039s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_01/model.sdf
[1.044s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_02/materials/textures/DeskPortraitA_02.jpg
[1.049s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_02/materials/textures/aws_DeskPortraitA_01.png
[1.055s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_02/materials/textures/aws_DeskPortraitA_02.png
[1.060s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_02/meshes/aws_DeskPortraitA_01_collision.DAE
[1.066s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_02/meshes/aws_DeskPortraitA_01_visual.DAE
[1.071s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_02/model.config
[1.076s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitA_02/model.sdf
[1.082s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitB_01/materials/textures/DeskPortraitB_01.jpg
[1.087s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitB_01/materials/textures/aws_DeskPortraitB_01.png
[1.093s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitB_01/materials/textures/aws_DeskPortraitB_02.png
[1.099s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitB_01/meshes/aws_DeskPortraitB_01_collision.DAE
[1.105s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitB_01/meshes/aws_DeskPortraitB_01_visual.DAE
[1.110s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitB_01/model.config
[1.115s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitB_01/model.sdf
[1.121s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitB_02/materials/textures/DeskPortraitB_02.jpg
[1.126s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitB_02/materials/textures/aws_DeskPortraitB_01.png
[1.132s] -- Symlinking: /home/moonlab/ros2_ws/install/my_sim_tesi_gazebo/share//models/aws_robomaker_residential_DeskPortraitB_02/materials/textures/aws_DeskPortraitB_02.png
